miRNA	gene	support type	label	split	hist	num_miRNA_disease	num_gene_disease
hsa-miR-7854	CREM	miRWalk	0	train	[0.24257425742574257, 0.7277227722772277, 0.0297029702970297, 0.0, 0.0]	2	101
hsa-miR-6716	KCNA2	miRWalk	0	train	[0.5675675675675675, 0.4084084084084084, 0.024024024024024024, 0.0, 0.0]	3	111
hsa-miR-6819	CD79B	miRWalk	0	train	[0.33653846153846156, 0.5961538461538461, 0.0673076923076923, 0.0, 0.0]	1	104
hsa-miR-1304	PARG	miRWalk	0	train	[0.4057142857142857, 0.52, 0.054285714285714284, 0.015714285714285715, 0.004285714285714286]	14	50
hsa-miR-4520	BRF1	miRWalk	0	train	[0.2727272727272727, 0.7272727272727273, 0.0, 0.0, 0.0]	1	44
hsa-miR-7705	ANTXR2	miRWalk	0	train	[0.2972027972027972, 0.6608391608391608, 0.03146853146853147, 0.01048951048951049, 0.0]	2	143
hsa-miR-2113	GLRX	miRWalk	0	train	[0.3, 0.6230769230769231, 0.046153846153846156, 0.03076923076923077, 0.0]	4	65
hsa-miR-8079	UBE2U	miRWalk	0	train	[0.0, 1.0, 0.0, 0.0, 0.0]	1	2
hsa-miR-519b	GTF2A1	miRWalk	0	train	[0.19444444444444445, 0.7222222222222222, 0.08333333333333333, 0.0, 0.0]	4	9
hsa-miR-8485	DROSHA	miRDB	0	train	[0.3116883116883117, 0.6428571428571429, 0.04220779220779221, 0.0, 0.003246753246753247]	4	77
hsa-miR-4723	QTRT1	miRWalk	0	train	[0.3162393162393162, 0.6324786324786325, 0.03418803418803419, 0.017094017094017096, 0.0]	3	39
hsa-miR-657	OVCA2	miRWalk	0	train	[0.35, 0.575, 0.0625, 0.0125, 0.0]	8	10
hsa-miR-6881	EXT2	miRWalk	0	train	[0.5328467153284672, 0.45072992700729925, 0.016423357664233577, 0.0, 0.0]	4	137
hsa-miR-611	ID1	miRWalk	0	train	[0.4, 0.5, 0.088, 0.01, 0.002]	4	125
hsa-miR-6778	FOXK1	miRWalk	0	train	[0.3254901960784314, 0.6196078431372549, 0.047058823529411764, 0.00784313725490196, 0.0]	5	51
hsa-miR-4800	SLC16A2	miRWalk	0	train	[0.6574074074074074, 0.3148148148148148, 0.027777777777777776, 0.0, 0.0]	1	108
hsa-miR-1205	NUP93	miRWalk	0	train	[0.41944444444444445, 0.5444444444444444, 0.03333333333333333, 0.0, 0.002777777777777778]	15	24
hsa-miR-335	TDRKH	miRWalk	0	train	[0.30158730158730157, 0.6507936507936508, 0.04662698412698413, 0.0, 0.000992063492063492]	112	9
hsa-miR-1305	TLL1	miRWalk	0	train	[0.4444444444444444, 0.5177777777777778, 0.03111111111111111, 0.0044444444444444444, 0.0022222222222222222]	18	25
hsa-miR-6086	NSMF	miRDB;miRWalk	0	train	[0.32967032967032966, 0.6263736263736264, 0.04395604395604396, 0.0, 0.0]	1	91
hsa-miR-4742	STAC3	miRWalk	0	train	[0.5869565217391305, 0.4057971014492754, 0.007246376811594203, 0.0, 0.0]	2	69
hsa-miR-520d	TGFBR3	miRWalk	0	train	[0.39658119658119656, 0.5358974358974359, 0.05384615384615385, 0.010256410256410256, 0.003418803418803419]	10	117
hsa-miR-200b	TMEM106B	miRWalk	0	train	[0.44855442176870747, 0.5229591836734694, 0.026927437641723357, 0.0011337868480725624, 0.00042517006802721087]	112	126
hsa-miR-410	S100PBP	miRWalk	0	train	[0.2391304347826087, 0.7018633540372671, 0.059006211180124224, 0.0, 0.0]	46	7
hsa-miR-216a	MPRIP	miRWalk	0	train	[0.3779196286087335, 0.5657913825620194, 0.04671405773973596, 0.007108660960394603, 0.002466270129116495]	61	113
hsa-miR-3074	MYL9	miRWalk	0	train	[0.344017094017094, 0.6282051282051282, 0.02564102564102564, 0.002136752136752137, 0.0]	9	52
hsa-miR-5187	CAMTA1	miRWalk	0	train	[0.2857142857142857, 0.6875, 0.017857142857142856, 0.008928571428571428, 0.0]	1	112
hsa-miR-19b-2	GAB1	miRWalk	0	train	[0.5487804878048781, 0.3780487804878049, 0.07317073170731707, 0.0, 0.0]	1	82
hsa-miR-520e	CPPED1	miRWalk	0	train	[0.2857142857142857, 0.7142857142857143, 0.0, 0.0, 0.0]	7	2
hsa-miR-1264	NDRG2	miRWalk	0	train	[0.38461538461538464, 0.5918803418803419, 0.021367521367521368, 0.002136752136752137, 0.0]	3	156
hsa-miR-145	UNC13B	miRWalk	0	train	[0.3277777777777778, 0.6152777777777778, 0.05185185185185185, 0.003935185185185185, 0.0011574074074074073]	270	16
hsa-miR-16-1	WT1	miRWalk	0	train	[0.35401096163428003, 0.5992775286497259, 0.04272546088689586, 0.003114100647732935, 0.0008719481813652218]	18	446
hsa-miR-5694	PPARGC1A	miRWalk	0	train	[0.18, 0.7857142857142857, 0.025714285714285714, 0.008571428571428572, 0.0]	1	350
hsa-miR-4254	NDC1	miRWalk	0	train	[0.38235294117647056, 0.6176470588235294, 0.0, 0.0, 0.0]	2	17
hsa-miR-4521	HHIPL1	miRWalk	0	train	[0.3888888888888889, 0.5777777777777777, 0.03333333333333333, 0.0, 0.0]	9	10
hsa-miR-6805	PVR	miRWalk	0	train	[0.2514124293785311, 0.635593220338983, 0.1016949152542373, 0.00847457627118644, 0.002824858757062147]	2	177
hsa-miR-4647	MSRB2	miRWalk	0	train	[0.3333333333333333, 0.5833333333333334, 0.08333333333333333, 0.0, 0.0]	2	6
hsa-miR-3125	FAM126A	miRWalk	0	train	[0.7, 0.29, 0.0, 0.01, 0.0]	2	50
hsa-miR-192	OGFOD3	miRWalk	0	train	[0.25806451612903225, 0.6612903225806451, 0.08064516129032258, 0.0, 0.0]	124	1
hsa-miR-541	CDKN2AIPNL	miRWalk	0	train	[0.375, 0.625, 0.0, 0.0, 0.0]	16	1
hsa-miR-3178	GLB1L2	miRWalk	0	train	[0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0]	3	1
hsa-miR-4685	TRIM63	miRWalk	0	train	[0.4589041095890411, 0.5136986301369864, 0.02054794520547945, 0.0, 0.00684931506849315]	2	73
hsa-miR-5088	SSX4B	miRWalk	0	train	[0.14814814814814814, 0.8148148148148148, 0.037037037037037035, 0.0, 0.0]	3	9
hsa-miR-6808	FHL1	miRWalk	0	train	[0.358974358974359, 0.6076923076923076, 0.02564102564102564, 0.007692307692307693, 0.0]	2	195
hsa-miR-7-2	TNFRSF21	miRWalk	0	train	[0.375, 0.5625, 0.044642857142857144, 0.017857142857142856, 0.0]	4	28
hsa-miR-4723	B3GLCT	miRWalk	0	train	[0.36942675159235666, 0.6093418259023354, 0.021231422505307854, 0.0, 0.0]	3	157
hsa-miR-6745	RNASEH1	miRWalk	0	train	[0.25961538461538464, 0.6923076923076923, 0.028846153846153848, 0.019230769230769232, 0.0]	2	52
hsa-miR-374a	NMUR2	miRDB	0	train	[0.3466666666666667, 0.5955555555555555, 0.04777777777777778, 0.0077777777777777776, 0.0022222222222222222]	50	18
hsa-miR-4633	MMP24	miRWalk	0	train	[0.8846153846153846, 0.11538461538461539, 0.0, 0.0, 0.0]	1	26
hsa-miR-6127	VWA5B2	miRDB;miRWalk	0	train	[1.0, 0.0, 0.0, 0.0, 0.0]	1	1
hsa-miR-587	AKAP13	miRWalk	0	train	[0.3792808219178082, 0.5376712328767124, 0.07277397260273973, 0.00684931506849315, 0.003424657534246575]	16	73
hsa-miR-143	THY1	TargetScan;miRDB;miRWalk	0	train	[0.2977352596641937, 0.645032632342277, 0.05098454844647738, 0.004797233223629163, 0.0014503263234227702]	182	197
hsa-miR-5010	ESRRA	miRWalk	0	train	[0.2544642857142857, 0.6339285714285714, 0.11160714285714286, 0.0, 0.0]	2	112
hsa-miR-379	KIFC2	miRWalk	0	train	[0.7692307692307693, 0.23076923076923078, 0.0, 0.0, 0.0]	39	1
hsa-miR-4779	IFNAR1	miRWalk	0	train	[0.2887323943661972, 0.6619718309859155, 0.04225352112676056, 0.0035211267605633804, 0.0035211267605633804]	2	142
hsa-miR-4802	CDH7	miRWalk	0	train	[0.6111111111111112, 0.2222222222222222, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555]	1	18
hsa-miR-4537	CES3	miRWalk	0	train	[0.16666666666666666, 0.8333333333333334, 0.0, 0.0, 0.0]	1	6
hsa-miR-4525	PTTG1IP	miRWalk	0	train	[0.37037037037037035, 0.5259259259259259, 0.0962962962962963, 0.0, 0.007407407407407408]	3	45
hsa-miR-4733	ARL1	miRWalk	0	train	[0.0, 1.0, 0.0, 0.0, 0.0]	1	1
hsa-miR-337	LACC1	miRWalk	0	train	[0.3619047619047619, 0.6095238095238096, 0.027513227513227514, 0.0010582010582010583, 0.0]	27	35
hsa-miR-206	AQP4	miRWalk	0	train	[0.38645759385309225, 0.5720967135758133, 0.03762475466655531, 0.0029231218941829875, 0.0008978160103562033]	154	311
hsa-miR-4666a	FBLN1	miRWalk	0	train	[0.23493975903614459, 0.7168674698795181, 0.030120481927710843, 0.018072289156626505, 0.0]	2	83
hsa-miR-4512	TRIT1	miRWalk	0	train	[0.3698630136986301, 0.6301369863013698, 0.0, 0.0, 0.0]	1	73
hsa-miR-212	TMEM209	miRWalk	0	train	[0.30227272727272725, 0.6363636363636364, 0.05227272727272727, 0.00909090909090909, 0.0]	88	5
hsa-miR-1193	CLEC19A	miRWalk	0	train	[0.42857142857142855, 0.5714285714285714, 0.0, 0.0, 0.0]	7	1
hsa-miR-513c	KIAA1217	miRWalk	0	train	[0.3684210526315789, 0.6, 0.02631578947368421, 0.0, 0.005263157894736842]	10	19
hsa-miR-6755	PDCD2	miRDB;miRWalk	0	train	[0.1935483870967742, 0.5483870967741935, 0.22580645161290322, 0.03225806451612903, 0.0]	1	31
hsa-miR-6788	CAP1	miRWalk	0	train	[0.5234899328859061, 0.44966442953020136, 0.020134228187919462, 0.006711409395973154, 0.0]	1	149
hsa-miR-6807	CHCHD4	miRWalk	0	train	[0.16666666666666666, 0.6666666666666666, 0.16666666666666666, 0.0, 0.0]	4	3
hsa-miR-6833	ZNF699	miRWalk	0	train	[0.9375, 0.0625, 0.0, 0.0, 0.0]	2	8
hsa-miR-34a	PTCHD3	miRWalk	0	train	[0.29331103678929765, 0.6662207357859532, 0.03745819397993311, 0.002006688963210702, 0.001003344481605351]	299	10
hsa-miR-6865	IVNS1ABP	miRWalk	0	train	[0.5373134328358209, 0.44776119402985076, 0.014925373134328358, 0.0, 0.0]	1	67
hsa-miR-320e	SHISAL1	miRWalk	0	train	[0.375, 0.5416666666666666, 0.08333333333333333, 0.0, 0.0]	12	2
hsa-miR-1272	CALM1	miRWalk	0	train	[0.45296442687747035, 0.47114624505928854, 0.062450592885375494, 0.010276679841897233, 0.0031620553359683794]	5	253
hsa-miR-1307	FAM126A	miRWalk	0	train	[0.46, 0.5177142857142857, 0.02, 0.002285714285714286, 0.0]	35	50
hsa-miR-3622a	LUC7L2	miRWalk	0	train	[1.0, 0.0, 0.0, 0.0, 0.0]	1	2
hsa-miR-4428	ZNF117	miRWalk	0	train	[0.4, 0.3, 0.3, 0.0, 0.0]	5	2
hsa-miR-4481	APOL6	miRWalk	0	train	[0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0]	2	6
hsa-miR-490	TMEM70	miRWalk	0	train	[0.39940895658104114, 0.5633098431461696, 0.033416685610365995, 0.003182541486701523, 0.000681973175721755]	53	83
hsa-miR-4726	SERPIND1	miRWalk	0	train	[0.22, 0.7066666666666667, 0.07, 0.0033333333333333335, 0.0]	5	60
hsa-miR-2392	GNPNAT1	miRWalk	0	train	[0.16666666666666666, 0.8, 0.03333333333333333, 0.0, 0.0]	6	5
hsa-miR-557	PLLP	miRWalk	0	train	[0.2625, 0.675, 0.0625, 0.0, 0.0]	8	10
hsa-miR-1269a	USP8	miRWalk	0	train	[0.434640522875817, 0.5065359477124183, 0.04820261437908497, 0.00980392156862745, 0.0008169934640522876]	9	136
hsa-miR-6086	ARHGAP6	miRWalk	0	train	[0.35294117647058826, 0.5882352941176471, 0.058823529411764705, 0.0, 0.0]	1	17
hsa-miR-1226	AKR1C2	miRDB;miRWalk	0	train	[0.3382352941176471, 0.5681818181818182, 0.08422459893048129, 0.008021390374331552, 0.001336898395721925]	11	68
hsa-miR-620	CBLB	miRDB	0	train	[0.41919191919191917, 0.547979797979798, 0.027777777777777776, 0.0025252525252525255, 0.0025252525252525255]	12	33
hsa-miR-512	RMI1	miRWalk	0	train	[0.31746031746031744, 0.5846560846560847, 0.08465608465608465, 0.007936507936507936, 0.005291005291005291]	21	18
hsa-miR-4728	ATP2A2	miRWalk	0	train	[0.5691823899371069, 0.41037735849056606, 0.015723270440251572, 0.0047169811320754715, 0.0]	4	159
hsa-miR-4709	CDK2AP1	miRWalk	0	train	[0.3263888888888889, 0.5972222222222222, 0.06597222222222222, 0.010416666666666666, 0.0]	6	48
hsa-miR-523	CD200R1	miRWalk	0	train	[0.24285714285714285, 0.6904761904761905, 0.05238095238095238, 0.014285714285714285, 0.0]	3	70
hsa-miR-4448	ATPAF1	miRWalk	0	train	[0.46875, 0.5, 0.03125, 0.0, 0.0]	4	8
hsa-miR-671	DSC2	miRWalk	0	train	[0.3101116990005879, 0.623750734861846, 0.058788947677836566, 0.005878894767783657, 0.0014697236919459142]	42	81
hsa-miR-4435	ING2	miRWalk	0	train	[0.4868421052631579, 0.45394736842105265, 0.05263157894736842, 0.006578947368421052, 0.0]	2	76
hsa-miR-6758	HIVEP3	miRDB;miRWalk	0	train	[0.0967741935483871, 0.8387096774193549, 0.06451612903225806, 0.0, 0.0]	1	31
hsa-miR-934	USP4	miRWalk	0	train	[0.4421875, 0.4765625, 0.0609375, 0.0203125, 0.0]	16	40
hsa-miR-6852	WSB2	miRWalk	0	train	[0.14285714285714285, 0.5238095238095238, 0.3333333333333333, 0.0, 0.0]	3	7
hsa-miR-548a	MLLT3	miRWalk	0	train	[0.6972972972972973, 0.2810810810810811, 0.021621621621621623, 0.0, 0.0]	5	37
hsa-miR-345	SMIM29	miRWalk	0	train	[0.7285714285714285, 0.2714285714285714, 0.0, 0.0, 0.0]	35	2
hsa-miR-543	TPT1	miRWalk	0	train	[0.37944055944055943, 0.5586013986013986, 0.05356643356643356, 0.006293706293706294, 0.002097902097902098]	50	143
hsa-miR-500a	ADAMTS4	miRWalk	0	train	[0.37996031746031744, 0.5724206349206349, 0.037698412698412696, 0.006944444444444444, 0.002976190476190476]	12	84
hsa-miR-519d	GOLPH3L	miRDB	0	train	[0.2710084033613445, 0.6323529411764706, 0.07983193277310924, 0.014705882352941176, 0.0021008403361344537]	28	17
hsa-miR-2861	SSX4	miRWalk	0	train	[0.2708333333333333, 0.6875, 0.041666666666666664, 0.0, 0.0]	8	18
hsa-miR-1295a	VPS4A	miRWalk	0	train	[0.23529411764705882, 0.7647058823529411, 0.0, 0.0, 0.0]	1	17
hsa-miR-6840	L1CAM	miRWalk	0	train	[0.2820069204152249, 0.6262975778546713, 0.0847750865051903, 0.005190311418685121, 0.0017301038062283738]	2	289
hsa-miR-6715b	DGKK	miRWalk	0	train	[0.5454545454545454, 0.45454545454545453, 0.0, 0.0, 0.0]	1	11
hsa-miR-7161	QPCTL	miRWalk	0	train	[0.5, 0.5, 0.0, 0.0, 0.0]	1	18
hsa-miR-6784	KLF10	miRWalk	0	train	[0.26666666666666666, 0.5833333333333334, 0.15, 0.0, 0.0]	2	60
hsa-miR-4679	BNIP2	miRWalk	0	train	[0.5, 0.5, 0.0, 0.0, 0.0]	1	4
hsa-miR-6499	GMPS	miRWalk	0	train	[0.15384615384615385, 0.75, 0.038461538461538464, 0.057692307692307696, 0.0]	4	13
hsa-miR-6503	NBPF19	miRWalk	0	train	[0.0, 1.0, 0.0, 0.0, 0.0]	1	1
hsa-miR-1249	MCUR1	miRWalk	0	train	[0.39473684210526316, 0.5394736842105263, 0.039473684210526314, 0.02631578947368421, 0.0]	19	4
hsa-miR-518e	VGLL3	miRWalk	0	train	[0.34615384615384615, 0.5961538461538461, 0.057692307692307696, 0.0, 0.0]	2	26
hsa-miR-6888	SPTBN1	miRWalk	0	train	[0.43859649122807015, 0.5043859649122807, 0.039473684210526314, 0.008771929824561403, 0.008771929824561403]	3	76
hsa-miR-4720	MTA1	miRWalk	0	train	[0.6186440677966102, 0.3135593220338983, 0.05084745762711865, 0.00847457627118644, 0.00847457627118644]	1	118
hsa-let-7f-1	IKZF2	miRDB	0	train	[0.34615384615384615, 0.5982905982905983, 0.04700854700854701, 0.008547008547008548, 0.0]	6	39
hsa-miR-208a	WNT11	miRWalk	0	train	[0.3316770186335404, 0.6095238095238096, 0.04886128364389234, 0.006211180124223602, 0.0037267080745341614]	35	69
hsa-miR-7844	TLR5	miRWalk	0	train	[0.1656441717791411, 0.8098159509202454, 0.024539877300613498, 0.0, 0.0]	1	163
hsa-miR-4498	CLN5	miRWalk	0	train	[0.35658914728682173, 0.6124031007751938, 0.031007751937984496, 0.0, 0.0]	3	43
hsa-miR-4254	RAB15	miRWalk	0	train	[0.36363636363636365, 0.6363636363636364, 0.0, 0.0, 0.0]	2	11
hsa-miR-4470	NAB2	miRWalk	0	train	[0.36923076923076925, 0.6, 0.03076923076923077, 0.0, 0.0]	2	65
hsa-miR-3926	CPEB2	miRWalk	0	train	[0.23076923076923078, 0.7692307692307693, 0.0, 0.0, 0.0]	1	13
hsa-miR-4748	FNDC3A	miRDB	0	train	[0.2, 0.7142857142857143, 0.08571428571428572, 0.0, 0.0]	1	35
hsa-miR-520h	SSX4	miRWalk	0	train	[0.38055555555555554, 0.575, 0.03888888888888889, 0.002777777777777778, 0.002777777777777778]	20	18
hsa-miR-197	PSMC4	miRWalk	0	train	[0.2571428571428571, 0.6467532467532467, 0.09350649350649351, 0.0025974025974025974, 0.0]	77	5
hsa-miR-185	LINGO4	miRWalk	0	train	[0.3640776699029126, 0.6213592233009708, 0.014563106796116505, 0.0, 0.0]	103	2
hsa-miR-6788	GSTM1	miRDB	0	train	[0.529505582137161, 0.43221690590111644, 0.03189792663476874, 0.003189792663476874, 0.003189792663476874]	1	627
hsa-miR-6778	ILDR2	miRDB;miRWalk	0	train	[0.2, 0.64, 0.16, 0.0, 0.0]	5	5
hsa-miR-452	KRT32	miRWalk	0	train	[0.31512605042016806, 0.5756302521008403, 0.08403361344537816, 0.008403361344537815, 0.01680672268907563]	34	7
hsa-miR-1910	CCDC13	miRWalk	0	train	[0.0, 1.0, 0.0, 0.0, 0.0]	4	1
hsa-miR-30c	TEPSIN	miRDB	0	train	[0.0, 1.0, 0.0, 0.0, 0.0]	1	3
hsa-miR-141	ZBTB38	miRWalk	0	train	[0.39794685990338163, 0.5666666666666667, 0.03176328502415459, 0.003260869565217391, 0.00036231884057971015]	138	60
hsa-miR-7114	CACFD1	miRWalk	0	train	[0.7142857142857143, 0.14285714285714285, 0.14285714285714285, 0.0, 0.0]	1	7
hsa-miR-8082	LRRC42	miRWalk	0	train	[0.0, 1.0, 0.0, 0.0, 0.0]	1	4
hsa-miR-4732	VPS36	miRWalk	0	train	[0.3333333333333333, 0.5769230769230769, 0.08974358974358974, 0.0, 0.0]	13	6
hsa-miR-8073	SNAP47	miRWalk	0	train	[0.2222222222222222, 0.6666666666666666, 0.1111111111111111, 0.0, 0.0]	1	9
hsa-miR-4442	CNOT9	miRWalk	0	train	[0.25, 0.7222222222222222, 0.027777777777777776, 0.0, 0.0]	3	12
hsa-miR-6782	PCMTD1	miRWalk	0	train	[0.0, 1.0, 0.0, 0.0, 0.0]	1	4
hsa-miR-769	CCR6	miRWalk	0	train	[0.31601731601731603, 0.6274994846423417, 0.049062049062049064, 0.006184291898577613, 0.0012368583797155227]	21	231
hsa-miR-515	MR1	miRWalk	0	train	[0.312280701754386, 0.5807017543859649, 0.08596491228070176, 0.01929824561403509, 0.0017543859649122807]	30	19
hsa-miR-99b	CCDC186	miRWalk	0	train	[0.2878787878787879, 0.696969696969697, 0.015151515151515152, 0.0, 0.0]	33	2
hsa-miR-6821	NOS1AP	miRWalk	0	train	[0.4117647058823529, 0.5529411764705883, 0.03529411764705882, 0.0, 0.0]	1	85
hsa-miR-6165	CAMKMT	miRWalk	0	train	[0.4837837837837838, 0.4743243243243243, 0.033783783783783786, 0.008108108108108109, 0.0]	4	185
hsa-miR-29b-1	SET	miRWalk	0	train	[0.3825136612021858, 0.5768306010928962, 0.035628415300546445, 0.003715846994535519, 0.0013114754098360656]	25	183
hsa-miR-6836	TAS2R1	miRWalk	0	train	[0.0, 1.0, 0.0, 0.0, 0.0]	1	1
hsa-miR-203a	GJB1	miRWalk	0	train	[0.34982788296041306, 0.6095632530120482, 0.03700516351118761, 0.00290447504302926, 0.0006992254733218589]	83	224
hsa-miR-105	TSPEAR	miRWalk	0	train	[0.5885057471264368, 0.39770114942528734, 0.011494252873563218, 0.0022988505747126436, 0.0]	15	29
hsa-miR-6765	FCAMR	miRWalk	0	train	[0.0, 1.0, 0.0, 0.0, 0.0]	1	1
hsa-miR-6805	MIF4GD	miRWalk	0	train	[0.6666666666666666, 0.16666666666666666, 0.16666666666666666, 0.0, 0.0]	2	3
hsa-miR-361	RHBDD1	miRWalk	0	train	[0.31169626454378446, 0.6148193508879363, 0.0612369871402327, 0.009797917942437232, 0.002449479485609308]	71	23
hsa-miR-7109	PMS2	miRWalk	0	train	[0.34289617486338797, 0.5327868852459017, 0.11202185792349727, 0.009562841530054645, 0.00273224043715847]	3	244
hsa-miR-492	ZNF69	miRWalk	0	train	[0.4444444444444444, 0.5555555555555556, 0.0, 0.0, 0.0]	18	1
hsa-miR-378a	TWF1	miRDB;miRWalk	0	train	[0.29935125115848005, 0.6246524559777572, 0.0639481000926784, 0.010194624652455977, 0.0018535681186283596]	83	13
hsa-miR-7847	ECHDC2	miRWalk	0	train	[0.0, 1.0, 0.0, 0.0, 0.0]	1	1
hsa-miR-6789	VPS26A	miRWalk	0	train	[0.25, 0.625, 0.125, 0.0, 0.0]	1	8
hsa-miR-4467	AGPAT2	miRWalk	0	train	[0.432, 0.536, 0.032, 0.0, 0.0]	1	125
hsa-miR-580	TLK2	miRDB	0	train	[0.41725352112676056, 0.5299295774647887, 0.04225352112676056, 0.01056338028169014, 0.0]	8	71
hsa-miR-6807	RNF44	miRWalk	0	train	[0.16666666666666666, 0.5833333333333334, 0.25, 0.0, 0.0]	4	3
hsa-miR-1321	LIPT2	miRWalk	0	train	[0.54, 0.45, 0.01, 0.0, 0.0]	5	20
hsa-miR-1208	ENTPD4	miRWalk	0	train	[0.2777777777777778, 0.7222222222222222, 0.0, 0.0, 0.0]	9	6
hsa-miR-12116	OTUD7B	miRWalk	0	train	[0.5555555555555556, 0.3333333333333333, 0.1111111111111111, 0.0, 0.0]	1	18
hsa-miR-1257	SERPINE1	miRWalk	0	train	[0.35064935064935066, 0.6168831168831169, 0.03116883116883117, 0.0, 0.0012987012987012987]	1	770
hsa-miR-510	HIGD2A	miRWalk	0	train	[0.3333333333333333, 0.6458333333333334, 0.020833333333333332, 0.0, 0.0]	12	4
hsa-miR-6870	CHMP4C	miRWalk	0	train	[0.2692307692307692, 0.5769230769230769, 0.07692307692307693, 0.038461538461538464, 0.038461538461538464]	2	13
hsa-miR-135b	UTP14A	miRWalk	0	train	[0.2701298701298701, 0.6428571428571429, 0.08181818181818182, 0.005194805194805195, 0.0]	70	11
hsa-let-7e	SNORC	miRWalk	0	train	[0.48, 0.51, 0.01, 0.0, 0.0]	50	2
hsa-miR-4663	SLC4A7	miRDB;miRWalk	0	train	[0.2647058823529412, 0.6764705882352942, 0.058823529411764705, 0.0, 0.0]	1	34
hsa-miR-1228	CRIP3	miRWalk	0	train	[0.31176470588235294, 0.6352941176470588, 0.05, 0.0029411764705882353, 0.0]	20	17
hsa-miR-625	FGF5	miRWalk	0	train	[0.4276315789473684, 0.5122180451127819, 0.050281954887218046, 0.006578947368421052, 0.003289473684210526]	38	56
hsa-miR-4329	DHFR2	miRWalk	0	train	[0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0]	1	3
hsa-miR-770	SLFN14	miRWalk	0	train	[0.3974358974358974, 0.5641025641025641, 0.038461538461538464, 0.0, 0.0]	18	13
hsa-miR-1276	NAV2	miRWalk	0	train	[0.5324074074074074, 0.4351851851851852, 0.023148148148148147, 0.009259259259259259, 0.0]	8	27
hsa-miR-8080	TBC1D7	miRWalk	0	train	[0.5, 0.5, 0.0, 0.0, 0.0]	1	26
hsa-miR-875	ST8SIA3	miRWalk	0	train	[0.2987012987012987, 0.6363636363636364, 0.06493506493506493, 0.0, 0.0]	11	7
hsa-miR-4652	EXD2	miRWalk	0	train	[0.72, 0.24, 0.04, 0.0, 0.0]	5	5
hsa-miR-4521	DNAJC16	miRWalk	0	train	[0.5, 0.4722222222222222, 0.027777777777777776, 0.0, 0.0]	9	4
hsa-miR-340	PPM1F	miRWalk	0	train	[0.3875, 0.559375, 0.05, 0.003125, 0.0]	80	20
hsa-miR-6875	ADGRF1	miRDB;miRWalk	0	train	[0.3082706766917293, 0.5864661654135338, 0.09774436090225563, 0.007518796992481203, 0.0]	7	19
hsa-miR-455	CSGALNACT2	miRWalk	0	train	[0.29876543209876544, 0.6765432098765433, 0.022222222222222223, 0.0, 0.0024691358024691358]	81	5
hsa-miR-6724	UBXN7	miRWalk	0	train	[0.16666666666666666, 0.8333333333333334, 0.0, 0.0, 0.0]	1	6
hsa-miR-3174	RETREG2	miRWalk	0	train	[0.36363636363636365, 0.6363636363636364, 0.0, 0.0, 0.0]	5	11
hsa-miR-4525	PNPLA7	miRWalk	0	train	[0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0]	3	1
hsa-miR-1180	UBN1	miRWalk	0	train	[0.4090909090909091, 0.5636363636363636, 0.02727272727272727, 0.0, 0.0]	10	11
hsa-miR-452	PPP1R10	TargetScan;miRDB	0	train	[0.3983957219251337, 0.5574866310160428, 0.0427807486631016, 0.0, 0.001336898395721925]	34	22
hsa-miR-6764	SLITRK4	miRWalk	0	train	[0.0, 1.0, 0.0, 0.0, 0.0]	1	1
hsa-miR-1468	FASLG	miRWalk	0	train	[0.5144472361809045, 0.46545226130653267, 0.01507537688442211, 0.0018844221105527637, 0.00314070351758794]	4	398
hsa-miR-7110	NIN	miRWalk	0	train	[0.38461538461538464, 0.5961538461538461, 0.019230769230769232, 0.0, 0.0]	1	52
hsa-miR-711	CLCC1	miRWalk	0	train	[0.25, 0.75, 0.0, 0.0, 0.0]	8	1
hsa-miR-1265	OCLN	miRWalk	0	train	[0.4758974358974359, 0.47794871794871796, 0.03794871794871795, 0.008205128205128205, 0.0]	5	195
hsa-miR-548f	CD59	miRWalk	0	train	[0.6583969465648855, 0.3301526717557252, 0.007633587786259542, 0.003816793893129771, 0.0]	2	262
hsa-miR-1294	LZTS1	miRWalk	0	train	[0.1775, 0.575, 0.20375, 0.03625, 0.0075]	16	50
hsa-miR-937	HMGB3	miRWalk	0	train	[0.32778489116517284, 0.58898847631242, 0.0678617157490397, 0.014084507042253521, 0.0012804097311139564]	11	71
hsa-miR-337	KRBOX4	miRWalk	0	train	[0.6296296296296297, 0.37037037037037035, 0.0, 0.0, 0.0]	27	1
hsa-miR-4253	STAP2	miRWalk	0	train	[0.3333333333333333, 0.6060606060606061, 0.06060606060606061, 0.0, 0.0]	1	33
hsa-miR-1264	GATC	miRWalk	0	train	[0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0]	3	8
hsa-miR-3714	MAP2K5	miRWalk	0	train	[0.6428571428571429, 0.35714285714285715, 0.0, 0.0, 0.0]	1	70
hsa-miR-6515	MCM5	miRWalk	0	train	[0.3524590163934426, 0.6065573770491803, 0.020491803278688523, 0.020491803278688523, 0.0]	4	61
